start	11	2059	6	14	6
	374	16	-78.053070	23.858063	1.006690e+03	1.740258e+01	2059	6	14	6
	369	23	-78.461731	24.691093	1.006812e+03	1.629990e+01	2059	6	14	12
	367	33	-78.461578	25.776726	1.006525e+03	1.936663e+01	2059	6	14	18
	368	40	-78.180359	26.488363	1.008443e+03	1.507770e+01	2059	6	15	0
	371	48	-77.633820	27.262148	1.007725e+03	1.414214e+07	2059	6	15	6
	369	55	-77.697510	28.041172	1.006247e+03	1.414214e+07	2059	6	15	12
	364	60	-78.172516	28.676071	1.008807e+03	1.414214e+07	2059	6	15	18
	365	64	-77.953522	29.076334	1.008755e+03	1.414214e+07	2059	6	16	0
	369	79	-77.082275	30.571012	1.007029e+03	1.414214e+07	2059	6	16	6
	356	91	-78.385223	32.129349	1.004860e+03	1.414214e+07	2059	6	16	12
	353	103	-78.460266	33.469784	1.000340e+03	1.414214e+07	2059	6	16	18
start	7	2059	7	10	12
	344	75	-80.260040	30.671286	1.008320e+03	1.787260e+01	2059	7	10	12
	344	75	-80.260040	30.671286	1.007982e+03	1.414214e+07	2059	7	10	18
	347	78	-79.820709	30.932062	1.007102e+03	1.414214e+07	2059	7	11	0
	354	83	-78.833344	31.321671	1.008510e+03	1.414214e+07	2059	7	11	6
	371	104	-76.145874	33.168800	1.013017e+03	1.414214e+07	2059	7	11	12
	376	99	-75.660339	32.519043	1.014586e+03	1.414214e+07	2059	7	11	18
	395	126	-72.399719	34.864384	1.014177e+03	1.414214e+07	2059	7	12	0
start	24	2059	7	10	18
	242	13	-93.410004	25.225325	1.002844e+03	1.414214e+07	2059	7	10	18
	251	21	-92.305176	26.035002	1.003176e+03	1.951531e+01	2059	7	11	0
	260	29	-91.179016	26.834919	9.999186e+02	2.376593e+01	2059	7	11	6
	262	42	-90.837311	28.212616	9.881510e+02	3.033885e+01	2059	7	11	12
	269	61	-89.808807	30.200741	9.899395e+02	2.476156e+01	2059	7	11	18
	271	79	-89.377289	32.125038	9.955402e+02	1.688049e+01	2059	7	12	0
	274	94	-88.827881	33.719509	1.003096e+03	1.222380e+01	2059	7	12	6
	278	108	-88.135406	35.195652	1.007254e+03	1.414214e+07	2059	7	12	12
	282	121	-87.429596	36.560760	1.009909e+03	8.617718e+00	2059	7	12	18
	306	141	-83.829224	38.406620	1.008918e+03	1.414214e+07	2059	7	13	0
	297	146	-84.980530	39.077038	1.007819e+03	7.677605e+00	2059	7	13	6
	299	149	-84.647369	39.372593	1.006294e+03	1.237465e+01	2059	7	13	12
	313	149	-82.699341	39.156963	1.007945e+03	1.132383e+01	2059	7	13	18
	321	152	-81.522644	39.341789	1.007043e+03	7.434929e+00	2059	7	14	0
	350	155	-77.441833	39.076862	1.007452e+03	1.414214e+07	2059	7	14	6
	350	153	-77.499695	38.863888	1.007403e+03	1.414214e+07	2059	7	14	12
	353	152	-77.119080	38.689415	1.006930e+03	7.658659e+00	2059	7	14	18
	356	148	-76.829346	38.194698	1.008203e+03	7.902186e+00	2059	7	15	0
	360	145	-76.379150	37.781891	1.008748e+03	8.543964e+00	2059	7	15	6
	363	139	-76.158112	37.073006	1.009943e+03	1.414214e+07	2059	7	15	12
	360	129	-76.848755	36.081127	1.011446e+03	1.414214e+07	2059	7	15	18
	362	128	-76.614807	35.928185	1.011346e+03	1.414214e+07	2059	7	16	0
	366	123	-76.237793	35.302555	1.012412e+03	1.414214e+07	2059	7	16	6
	369	123	-75.848022	35.230293	1.010783e+03	1.414214e+07	2059	7	16	12
start	29	2059	7	22	12
	274	7	-89.709595	24.391405	1.006267e+03	1.414214e+07	2059	7	22	12
	269	0	-90.348541	23.690882	1.007778e+03	1.272142e+01	2059	7	22	18
